Simparams: [dsname, z, center[0], center[1], center[2], Rvir, pathname, L[0], L[1], L[2], convert]
Simparams: ['VELA_v2_01', 2.9992119434663596, 0.5126152038574219, 0.5041236877441406, 0.4491004943847656, 31.25, '/global/cscratch1/sd/cstrawn/VELA_v2_01/10MpcBox_csf512_a0.250.d', 0.0763461, -0.95166, 61.7763, 3572.132392817435]
Scanparams: [R, n_th, n_phi, n_r, r_max, num_lines, line_reached]
Scanparams: [0.052489655864102445, 12, 12, 12, 1.5, 416, 0]
Ions: [' ']
Bins: [density:low:0.0_1e-2, density:medium:1e-2_1e-1, density:selfshielding:1e-1_1e1, density:starforming:1e1_np.inf, temperature:cold:0.0_10**3.8, temperature:cool:10**3.8_10**4.5, temperature:warm-hot:10**4.5_10**6.5, temperature:hot:10**6.5_np.inf, radial_velocity:inflow:-np.inf_-10:units-km/s, radial_velocity:tangential:-10_10:units-km/s, radial_velocity:outflow:10_np.inf:units-km/s, resolution:high:0_500:field-(gas,dx):units-pc, resolution:medium:500_1200:field-(gas,dx):units-pc, resolution:low:1200_np.inf:field-(gas,dx):units-pc]
Data: [i, theta, phi, r, alpha, startx, starty, startz, endx, endy, endz,  :cdens,  :fraction,  :density:low,  :density:medium,  :density:selfshielding,  :density:starforming,  :temperature:cold,  :temperature:cool,  :temperature:warm-hot,  :temperature:hot,  :radial_velocity:inflow:units-km/s,  :radial_velocity:tangential:units-km/s,  :radial_velocity:outflow:units-km/s,  :resolution:high:field-(gas,dx):units-pc,  :resolution:medium:field-(gas,dx):units-pc,  :resolution:low:field-(gas,dx):units-pc, T, n, Z]
[310.           2.35619449   1.57079633   0.           2.23875888   0.51256969   0.54180677   0.41256083   0.51266071   0.4664406   0.48564016  -1.          -1.          -1.          -1.  -1.          -1.          -1.          -1.          -1.  -1.          -1.          -1.          -1.          -1.  -1.          -1.          -1.          -1.          -1.        ]
[ 3.11000000e+02  1.83259571e+00  1.04719755e+00  1.31224140e-02  1.25537741e-01  5.37949372e-01  5.48236429e-01  4.36161794e-01  4.67333823e-01  4.75940909e-01  4.64577598e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 3.12000000e+02  2.09439510e+00  5.23598776e+00  1.31224140e-02  5.67486906e+00  5.35311069e-01  4.65165584e-01  4.22224337e-01  5.05716049e-01  5.57695202e-01  4.62012030e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 3.13000000e+02  2.61799388e-01  4.71238898e+00  9.54357379e-03  1.96012618e+00  5.12677726e-01  4.89759023e-01  4.99586299e-01  5.05432401e-01  5.34735521e-01  4.05006831e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 3.14000000e+02  2.61799388e+00  2.09439510e+00  1.19294672e-02  4.41410882e+00  4.99436845e-01  5.27549739e-01  4.04014854e-01  5.40674947e-01  4.68775596e-01  4.80602548e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 3.15000000e+02  2.09439510e+00  0.00000000e+00  8.35062707e-03  4.20631131e+00  5.58040114e-01  5.04528372e-01  4.22802628e-01  4.61089927e-01  4.95926987e-01  4.62138785e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 3.16000000e+02  2.61799388e+00  0.00000000e+00  4.77178690e-03  1.63082792e+00  5.38803840e-01  5.04824122e-01  4.03616116e-01  4.94863728e-01  5.02785865e-01  4.98935411e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 3.17000000e+02  1.83259571e+00  4.71238898e+00  8.35062707e-03  5.56461411e+00  5.12597934e-01  4.53637844e-01  4.34735840e-01  5.25034784e-01  5.56327097e-01  4.52649466e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 3.18000000e+02  2.61799388e-01  0.00000000e+00  1.07365205e-02  4.46635977e+00  5.26263167e-01  5.03342863e-01  4.99778768e-01  5.19223064e-01  4.99831201e-01  3.95094666e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 3.19000000e+02  2.61799388e-01  3.66519143e+00  7.15768035e-03  3.61895571e-01  5.00912565e-01  4.96550766e-01  4.99705465e-01  5.34938262e-01  5.02476117e-01  4.00570214e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 3.20000000e+02  5.23598776e-01  3.14159265e+00  1.31224140e-02  3.85554793e+00  4.86426568e-01  5.03423254e-01  4.94584873e-01  5.22790874e-01  5.24151307e-01  3.98311092e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 3.21000000e+02  0.00000000e+00  2.09439510e+00  5.96473362e-03  1.08163316e+00  5.12680065e-01  5.03315184e-01  5.01583883e-01  5.12959150e-01  4.93077106e-01  3.97105370e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 3.22000000e+02  1.30899694e+00  1.57079633e+00  9.54357379e-03  7.31185862e-01  5.12632474e-01  5.54609531e-01  4.63465149e-01  4.98634468e-01  4.51834639e-01  4.47277706e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[323.           1.04719755   5.23598776   0.           4.82970911   0.53537593   0.46435708   0.47470773   0.48985448   0.54389029   0.42349326  -1.          -1.          -1.          -1.  -1.          -1.          -1.          -1.          -1.  -1.          -1.          -1.          -1.          -1.  -1.          -1.          -1.          -1.          -1.        ]
[ 3.24000000e+02  2.35619449e+00  0.00000000e+00  9.54357379e-03  1.76886373e+00  5.49685103e-01  5.04695739e-01  4.11943270e-01  4.89776558e-01  4.99674826e-01  4.98003787e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 3.25000000e+02  2.09439510e+00  2.61799388e+00  1.07365205e-02  1.45152727e-01  4.73215778e-01  5.27253556e-01  4.23257538e-01  5.38693550e-01  4.64626900e-01  4.76278470e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 3.26000000e+02  1.57079633e+00  1.57079633e+00  1.07365205e-02  2.71522371e+00  5.12615703e-01  5.56607117e-01  4.49908998e-01  5.31779509e-01  4.53635688e-01  4.57000495e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 3.27000000e+02  1.83259571e+00  3.66519143e+00  1.31224140e-02  4.48600491e+00  4.68689756e-01  4.78984976e-01  4.35180574e-01  5.56592011e-01  5.36289559e-01  4.38348267e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 3.28000000e+02  1.57079633e+00  5.75958653e+00  5.96473362e-03  4.41319554e+00  5.58072295e-01  4.77882406e-01  4.48640071e-01  4.65978602e-01  5.27178513e-01  4.38185338e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 3.29000000e+02  5.23598776e-01  3.14159265e+00  8.35062707e-03  4.26769205e+00  4.86426568e-01  5.03423254e-01  4.94584873e-01  5.25249386e-01  5.12015819e-01  3.97427205e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 3.30000000e+02  7.85398163e-01  1.57079633e+00  3.57884017e-03  6.02504272e+00  5.12661421e-01  5.40663378e-01  4.86783553e-01  5.05663139e-01  4.69061976e-01  4.10331481e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 3.31000000e+02  1.30899694e+00  3.66519143e+00  9.54357379e-03  4.92421262e+00  4.68723331e-01  4.78566464e-01  4.62347976e-01  5.52928079e-01  5.23335104e-01  4.18461928e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 3.32000000e+02  1.57079633e+00  3.66519143e+00  1.19294672e-02  3.12833068e+00  4.67157613e-01  4.77881541e-01  4.48752414e-01  5.44180783e-01  5.49200303e-01  4.50064462e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 3.33000000e+02  1.83259571e+00  2.09439510e+00  8.35062707e-03  1.93767883e+00  4.87248297e-01  5.48235946e-01  4.36224446e-01  5.40501837e-01  4.67286536e-01  4.76621342e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 3.34000000e+02  1.04719755e+00  5.23598776e-01  9.54357379e-03  6.07337579e+00  5.52015063e-01  5.26445802e-01  4.75643635e-01  4.66992257e-01  4.99456275e-01  4.20296153e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 3.35000000e+02  2.61799388e-01  1.57079633e+00  4.77178690e-03  6.19236055e+00  5.12677985e-01  5.16926444e-01  5.00004811e-01  5.03087473e-01  4.92262009e-01  3.98415719e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 3.36000000e+02  7.85398163e-01  4.71238898e+00  1.07365205e-02  6.13048490e+00  5.12660715e-01  4.66440601e-01  4.85640156e-01  5.33361372e-01  5.38050573e-01  4.11720263e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 3.37000000e+02  1.57079633e+00  0.00000000e+00  8.35062707e-03  4.01548822e+00  5.65104820e-01  5.04124187e-01  4.49035633e-01  4.61413668e-01  4.93732807e-01  4.36354143e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 3.38000000e+02  5.23598776e-01  1.04719755e+00  5.96473362e-03  6.02972238e+00  5.25793996e-01  5.26149620e-01  4.94886319e-01  4.90953059e-01  4.90367763e-01  4.02547683e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 3.39000000e+02  1.30899694e+00  4.71238898e+00  9.54357379e-03  3.81084199e+00  5.12631509e-01  4.53219332e-01  4.61903241e-01  4.97857153e-01  5.50544018e-01  4.25430238e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 3.40000000e+02  0.00000000e+00  2.61799388e+00  1.19294672e-02  3.16554848e+00  5.12680065e-01  5.03315184e-01  5.01583883e-01  5.23700601e-01  5.25311157e-01  3.99528110e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 3.41000000e+02  1.30899694e+00  4.18879020e+00  1.07365205e-02  4.12638169e+00  4.87281036e-01  4.60010947e-01  4.62039194e-01  5.24556645e-01  5.48595796e-01  4.19802845e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 3.42000000e+02  1.57079633e+00  3.66519143e+00  1.19294672e-02  2.53906718e+00  4.67157613e-01  4.77881541e-01  4.48752414e-01  5.46244094e-01  5.45456141e-01  4.62882448e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 3.43000000e+02  2.35619449e+00  3.14159265e+00  1.19294672e-02  5.30922164e+00  4.75453577e-01  5.04695033e-01  4.12034998e-01  5.61518860e-01  4.90716153e-01  4.70498780e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 3.44000000e+02  2.35619449e+00  5.23598776e+00  9.54357379e-03  5.24771270e+00  5.31126916e-01  4.72556157e-01  4.11471097e-01  4.97272311e-01  5.49527997e-01  4.74318990e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 3.45000000e+02  7.85398163e-01  2.61799388e+00  1.31224140e-02  6.01892707e+00  4.80518051e-01  5.22107378e-01  4.86537423e-01  5.26428548e-01  4.68355022e-01  4.08925785e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 3.46000000e+02  1.04719755e+00  2.61799388e+00  1.31224140e-02  3.48054178e+00  4.73280639e-01  5.26445053e-01  4.75740927e-01  5.57932574e-01  5.06157492e-01  4.17062816e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 3.47000000e+02  7.85398163e-01  2.09439510e+00  8.35062707e-03  5.74852328e-01  4.94103492e-01  5.35691218e-01  4.86729892e-01  5.21857210e-01  4.60830901e-01  4.18565972e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 3.48000000e+02  7.85398163e-01  0.00000000e+00  1.07365205e-02  5.01947123e+00  5.49776831e-01  5.03552343e-01  4.86165990e-01  4.91123594e-01  5.11248822e-01  3.99441035e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 3.49000000e+02  2.61799388e-01  2.09439510e+00  1.31224140e-02  1.76976243e+00  5.05885311e-01  5.15106508e-01  4.99985170e-01  5.35363571e-01  4.75337286e-01  4.07410351e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 3.50000000e+02  1.30899694e+00  4.71238898e+00  7.15768035e-03  2.61684171e+00  5.12631509e-01  4.53219332e-01  4.61903241e-01  5.00332103e-01  5.55827630e-01  4.43439281e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 3.51000000e+02  1.30899694e+00  3.66519143e+00  4.77178690e-03  5.77115907e+00  4.68723331e-01  4.78566464e-01  4.62347976e-01  5.59239919e-01  5.21763185e-01  4.31340775e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 3.52000000e+02  1.30899694e+00  5.75958653e+00  9.54357379e-03  3.26277849e+00  5.56540169e-01  4.78567300e-01  4.62239460e-01  4.61292490e-01  5.12453428e-01  4.33950491e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 3.53000000e+02  7.85398163e-01  1.57079633e+00  9.54357379e-03  5.56022523e+00  5.12661421e-01  5.40663378e-01  4.86783553e-01  4.98478069e-01  4.77682370e-01  4.04001423e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 3.54000000e+02  0.00000000e+00  4.71238898e+00  2.38589345e-03  5.93595939e+00  5.12680065e-01  5.03315184e-01  5.01583883e-01  5.17032837e-01  5.03308639e-01  3.96694850e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 3.55000000e+02  1.30899694e+00  4.71238898e+00  5.96473362e-03  3.98205796e+00  5.12631509e-01  4.53219332e-01  4.61903241e-01  5.04681102e-01  5.52223184e-01  4.27907883e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
