Simparams: [dsname, z, center[0], center[1], center[2], Rvir, pathname, L[0], L[1], L[2], convert]
Simparams: ['VELA_v2_28', 3.9978550788145526, 0.5115089416503906, 0.4869728088378906, 0.4786415100097656, 19.25, '/global/cscratch1/sd/cstrawn/VELA_v2_28/10MpcBox_csf512_a0.200.d', 0.446422, -0.0375102, 133.788, 5716.738202175721]
Scanparams: [R, n_th, n_phi, n_r, r_max, num_lines, line_reached]
Scanparams: [0.020203828812038672, 12, 12, 12, 1.5, 416, 0]
Ions: [' ']
Bins: [density:low:0.0_1e-2, density:medium:1e-2_1e-1, density:selfshielding:1e-1_1e1, density:starforming:1e1_np.inf, temperature:cold:0.0_10**3.8, temperature:cool:10**3.8_10**4.5, temperature:warm-hot:10**4.5_10**6.5, temperature:hot:10**6.5_np.inf, radial_velocity:inflow:-np.inf_-10:units-km/s, radial_velocity:tangential:-10_10:units-km/s, radial_velocity:outflow:10_np.inf:units-km/s, resolution:high:0_500:field-(gas,dx):units-pc, resolution:medium:500_1200:field-(gas,dx):units-pc, resolution:low:1200_np.inf:field-(gas,dx):units-pc]
Data: [i, theta, phi, r, alpha, startx, starty, startz, endx, endy, endz,  :cdens,  :fraction,  :density:low,  :density:medium,  :density:selfshielding,  :density:starforming,  :temperature:cold,  :temperature:cool,  :temperature:warm-hot,  :temperature:hot,  :radial_velocity:inflow:units-km/s,  :radial_velocity:tangential:units-km/s,  :radial_velocity:outflow:units-km/s,  :resolution:high:field-(gas,dx):units-pc,  :resolution:medium:field-(gas,dx):units-pc,  :resolution:low:field-(gas,dx):units-pc, T, n, Z]
[ 0.00000000e+00  1.30899694e+00  4.71238898e+00  4.13260135e-03  3.96768007e+00  5.11526381e-01  4.67455943e-01  4.83865145e-01  5.05984877e-01  5.04158473e-01  4.67896586e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 1.00000000e+00  5.23598776e-01  4.18879020e+00  3.21424549e-03  7.02604075e-01  5.06516392e-01  4.78219387e-01  4.96152842e-01  5.22356681e-01  4.96162612e-01  4.63596664e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 2.00000000e+00  7.85398163e-01  5.75958653e+00  4.59177928e-03  7.16722426e-01  5.23928807e-01  4.79825677e-01  4.92884408e-01  4.99494120e-01  5.01690506e-01  4.69269707e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 3.00000000e+00  2.35619449e+00  5.75958653e+00  5.05095720e-03  5.71779373e+00  5.23833467e-01  4.79833688e-01  4.64312040e-01  5.00830322e-01  5.02709483e-01  4.88402123e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 4.00000000e+00  5.23598776e-01  3.66519143e+00  4.13260135e-03  5.62882848e+00  5.02818857e-01  4.81916942e-01  4.96166217e-01  5.19354279e-01  4.84125984e-01  4.59362973e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 5.00000000e+00  0.00000000e+00  4.71238898e+00  4.59177928e-03  4.32302952e+00  5.11576357e-01  4.86967144e-01  4.98845226e-01  5.08045541e-01  4.78693275e-01  4.59451632e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 6.00000000e+00  1.04719755e+00  0.00000000e+00  4.59177928e-04  4.31729319e+00  5.29039581e-01  4.86969985e-01  4.88684984e-01  4.94408596e-01  4.86622457e-01  4.67867854e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 7.00000000e+00  2.35619449e+00  3.14159265e+00  5.05095720e-03  5.14912239e+00  4.97175087e-01  4.86976808e-01  4.64402996e-01  5.31245268e-01  4.82825466e-01  4.85728284e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 8.00000000e+00  7.85398163e-01  2.61799388e+00  1.37753378e-03  2.68594322e+00  4.99184416e-01  4.94111930e-01  4.92970980e-01  5.25754036e-01  4.81576452e-01  4.65227587e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 9.00000000e+00  2.35619449e+00  1.57079633e+00  5.05095720e-03  6.50535406e-01  5.11461278e-01  5.01263078e-01  4.64359331e-01  5.03769127e-01  4.77731510e-01  4.96294812e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
